customer_id,split
3884-UEBXB,train
2070-FNEXE,train
3638-VBZTA,train
7503-ZGUZJ,train
9739-JLPQJ,train
7996-BPXHY,train
8680-CGLTP,train
8292-TYSPY,train
2162-FRZAA,train
4299-OPXEJ,train
2609-IAICY,train
8597-CTXVJ,train
1125-SNVCK,train
5060-TQUQN,train
8930-XOTDP,train
6407-UTSLV,train
0807-ZABDG,train
6384-VMJHP,train
1697-BCSHV,train
1862-SKORY,train
3452-SRFEG,train
9281-CEDRU,train
1309-BXVOQ,train
6463-HHXJR,train
4700-UBQMV,train
2642-MAWLJ,train
2511-ALLCS,train
8748-HFWBO,train
4450-YOOHP,train
2150-WLKUW,train
0679-TDGAK,train
6040-CGACY,train
8205-OTCHB,train
0031-PVLZI,train
6786-OBWQR,train
0723-DRCLG,train
5453-AXEPF,train
5318-IXUZF,train
6016-NXBNJ,train
6380-ARCEH,train
1981-INRFU,train
2507-QZPQS,train
8169-SAEJD,train
1216-JWVUX,train
6143-JQKEA,train
2569-WGERO,train
4488-PSYCG,train
3669-WHAFY,train
5872-OEQNH,train
5027-QPKTE,train
0244-LGNFY,train
4903-CNOZC,train
3137-LUPIX,train
0643-OKLRP,train
7969-AULMZ,train
3472-OAOOR,train
0230-UBYPQ,train
3275-RHRNE,train
2927-QRRQV,train
3932-IJWDZ,train
2675-IJRGJ,train
1622-HSHSF,train
1376-HHBDV,train
7359-SSBJK,train
7921-LMDFQ,train
0431-APWVY,train
9055-MOJJJ,train
0277-BKSQP,train
2240-HSJQD,train
4123-FCVCB,train
4609-KNNWG,train
3164-YAXFY,train
5122-CYFXA,train
2111-DWYHN,train
5778-BVOFB,train
3134-DSHVC,train
3744-ZBHON,train
7407-SUJIZ,train
9258-CNWAC,train
8065-QBYTO,train
2799-ARNLO,train
1207-BLKSA,train
8259-NFJTV,train
0362-ZBZWJ,train
7638-QVMVY,train
3754-DXMRT,train
9625-RZFUK,train
0222-CNVPT,train
0406-BPDVR,train
0603-TPMIB,train
5370-IIVVL,train
4767-HZZHQ,train
9127-FHJBZ,train
9242-TKFSV,train
9053-JZFKV,train
1987-AUELQ,train
5985-TBABQ,train
2220-IAHLS,train
5063-IUOKK,train
7089-IVVAZ,train
8174-LNWMW,train
1837-YQUCE,train
7693-QPEFS,train
0564-JJHGS,train
2805-EDJPQ,train
7517-SAWMO,train
1608-GMEWB,train
5780-INQIK,train
2809-ILCYT,train
8708-XPXHZ,train
9786-YWNHU,train
8563-IIOXK,train
3165-HDOEW,train
2577-GVSIL,train
3050-GBUSH,train
4988-IQIGL,train
2988-GBIVW,train
6791-YBNAK,train
5195-KPUNQ,train
8665-UTDHZ,train
1929-ZCBHE,train
1024-GUALD,train
9031-ZVQPT,train
3891-PUQOD,train
0727-BMPLR,train
0422-OHQHQ,train
6439-GTPCA,train
9190-MFJLN,train
2923-ARZLG,train
5151-HQRDG,train
7011-CVEUC,train
7994-XIRTR,train
1626-ERCMM,train
5136-GFPMB,train
9274-CNFMO,train
9046-DQMTP,train
1301-LOPVR,train
5336-UFNZP,train
8079-XRJRS,train
2746-DIJLO,train
3239-TPHPZ,train
2911-IJORQ,train
6330-JKLPC,train
5339-PXDVH,train
7089-XXAYG,train
2386-OWURY,train
8898-KASCD,train
9576-ANLXO,train
6416-JNVRK,train
5229-PRWKT,train
6457-GIRWB,train
3842-QTGDL,train
4521-WFJAI,train
3230-WYKIR,train
2077-MPJQO,train
7571-YXDAD,train
9495-SKLKD,train
7176-WIONM,train
8109-YUOHE,train
3594-IVHJZ,train
9512-PHSMG,train
3752-CQSJI,train
9924-JPRMC,train
2587-YNLES,train
5565-FILXA,train
4918-FYJNT,train
0404-SWRVG,train
0122-OAHPZ,train
7762-URZQH,train
0550-DCXLH,train
2984-AFWNC,train
9378-FXTIZ,train
2657-VPXTA,train
5380-XPJNZ,train
0377-JBKKT,train
5480-TBGPH,train
0442-TDYUO,train
8174-TBVCF,train
9084-OAYKL,train
3398-ZOUAA,train
1465-WCZVT,train
5055-BRMNE,train
0526-SXDJP,train
0906-QVPMS,train
4302-ZYFEL,train
6646-JPPHA,train
5828-DWPIL,train
3768-NLUBH,train
2926-JEJJC,train
0854-UYHZD,train
4827-DPADN,train
7251-LJBQN,train
0114-IGABW,train
1597-LHYNC,train
2740-TVLFN,train
1621-YNCJH,train
2302-OUZXB,train
7056-IMHCC,train
8383-SGHJU,train
5777-ZPQNC,train
7271-AJDTL,train
7009-LGECI,train
4307-KWMXE,train
8292-FRFZQ,train
8329-GWVPJ,train
2982-IHMFT,train
0853-TWRVK,train
1855-AGAWH,train
4942-VZZOM,train
9624-EGDEQ,train
9250-WYPLL,train
6583-QGCSI,train
7824-PANSQ,train
8402-EIVQS,train
0743-HRVFF,train
9818-XQCUV,train
1996-DBMUS,train
3544-FBCAS,train
3627-FCRDW,train
8779-YIQQA,train
0988-JRWWP,train
3441-CGZJH,train
6591-QGOYB,train
7547-EKNFS,train
0812-WUPTB,train
7072-MBHEV,train
9871-ELEYA,train
4884-LEVMQ,train
4178-EGMON,train
4716-HHKQH,train
6635-MYYYZ,train
1389-CXMLU,train
7375-WMVMT,train
4580-TMHJU,train
1353-LJWEM,train
4584-LBNMK,train
6705-LNMDD,train
7508-KBIMB,train
9445-SZLCH,train
0835-DUUIQ,train
3097-NNSPB,train
8242-PDSGJ,train
8486-AYEQH,train
6905-NIQIN,train
3569-JFODW,train
2640-LYMOV,train
2091-MJTFX,train
6754-LZUKA,train
6696-YDAYZ,train
7551-DACSP,train
0516-QREYC,train
0587-DMGBH,train
0322-CHQRU,train
8548-AWOFC,train
8816-VXNZD,train
7398-LXGYX,train
4844-JJWUY,train
0042-JVWOJ,train
7284-ZZLOH,train
1394-SUIUH,train
0902-RFHOF,train
2203-GHNWN,train
4129-LYCOI,train
3799-ISUZQ,train
0269-XFESX,train
0899-WZRSD,train
7658-UYUQS,train
7696-AMHOD,train
0392-BZIUW,train
6103-LIANB,train
5376-DEQCP,train
8118-LSUEL,train
4029-HPFVY,train
2789-CZANW,train
0607-DAAHE,train
5095-AESKG,train
6108-OQZDQ,train
0621-JFHOL,train
5382-TEMLV,train
0422-UXFAP,train
2362-IBOOY,train
4338-EYCER,train
6834-NXDCA,train
8098-TDCBU,train
7508-MYBOG,train
9746-YKGXB,train
8050-XGRVL,train
6625-UTXEW,train
0516-OOHAR,train
2874-YXVVA,train
6741-EGCBI,train
3162-ZJZFU,train
6181-AXXYF,train
0106-UGRDO,train
1110-KYLGQ,train
1794-HBQTJ,train
7197-VOJMM,train
7394-FKDNK,train
2452-MRMZF,train
1777-JYQPJ,train
5183-KLYEM,train
8413-VONUO,train
5902-WBLSE,train
0285-INHLN,train
8894-JVDCV,train
3006-XIMLN,train
7957-RYHQD,train
5186-PEIZU,train
7269-JISCY,train
8314-HTWVE,train
9290-SHCMB,train
5839-SUYVZ,train
1074-AMIOH,train
0214-JHPFW,train
8198-RKSZG,train
3714-NTNFO,train
2823-LKABH,train
1226-IENZN,train
4213-HKBJO,train
6987-XQSJT,train
8016-ZMGMO,train
9979-RGMZT,train
3144-KMTWZ,train
2034-GDRCN,train
3764-MNMOI,train
9500-IWPXQ,train
1757-TCATG,train
3399-BMLVW,train
4003-OCTMP,train
1976-CFOCS,train
9053-EJUNL,train
0557-ASKVU,train
1089-XZWHH,train
1335-NTIUC,train
6527-PZFPV,train
8149-RSOUN,train
4397-FRLTA,train
9821-POOTN,train
9214-EKVXR,train
1478-VPOAD,train
5285-MVEHD,train
3174-AKMAS,train
5339-TJFEK,train
5375-XLDOF,train
5598-IKHQQ,train
2812-REYAT,train
2391-SOORI,train
8380-MQINP,train
2716-GFZOR,train
3055-OYMSE,train
5947-SGKCL,train
4464-JCOLN,train
4759-PXTAN,train
1575-KRZZE,train
9239-GZHZE,train
3705-PSNGL,train
6473-ULUHT,train
2027-DNKIV,train
4832-VRBMR,train
8690-UPCZI,train
0334-ZFJSR,train
4992-LTJNE,train
7596-LDUXP,train
0464-WJTKO,train
5999-LCXAO,train
7562-UXTPG,train
7753-USQYQ,train
1563-IWQEX,train
9867-XOBQA,train
6960-HVYXR,train
0825-CPPQH,train
8229-MYEJZ,train
6653-CBBOM,train
9907-SWKKF,train
5297-MDOIR,train
5126-RCXYW,train
7641-EUYET,train
6221-AVQYL,train
3115-JPJDD,train
3653-NCRDJ,train
8008-HAWED,train
7979-CORPM,train
0098-BOWSO,train
6891-JPYFF,train
9732-KPKBW,train
6942-LBFDP,train
1843-TLSGD,train
5760-FXFVO,train
9231-ZJYAM,train
7317-GGVPB,train
8319-QBEHW,train
6166-ILMNY,train
8495-LJDFO,train
8807-ARQET,train
2862-PFNIK,train
5177-RVZNU,train
4821-SJHJV,train
3144-AUDBS,train
0201-MIBOL,train
0971-QIFJK,train
9000-PLFUZ,train
5438-QMDDL,train
3911-RSNHI,train
8128-YVJRG,train
0224-NIJLP,train
3768-VHXQO,train
9825-YCXWZ,train
9399-APLBT,train
2057-BOYKM,train
2937-FTHUR,train
0082-LDZUE,train
6655-LHBYW,train
6119-SPUDB,train
5149-TGWDZ,train
8331-ZXFOE,train
3323-CPBWR,train
9227-LUNBG,train
8652-YHIYU,train
0730-BGQGF,train
6614-YOLAC,train
6619-RPLQZ,train
6618-RYATB,train
4568-KNYWR,train
8439-LTUGF,train
7242-QZLXF,train
2990-HWIML,train
1928-BXYIV,train
6980-CDGFC,train
9548-LERKT,train
4781-ZXYGU,train
0822-GAVAP,train
2305-MRGLV,train
7672-VFMXZ,train
3910-MRQOY,train
3551-HUAZH,train
8792-AOROI,train
0420-BWTPW,train
4176-RELJR,train
5673-FSSMF,train
4526-ZJJTM,train
2252-ISRNH,train
6712-OAWRH,train
8966-OIQHG,train
4627-MIHJH,train
8213-TAZPM,train
2253-KPMNB,train
6229-UOLQL,train
7446-SFAOA,train
2905-KFQUV,train
2373-NTKOD,train
1934-SJVJK,train
6894-LFHLY,train
4958-XCBDQ,train
5848-FHRFC,train
9500-WBGRP,train
3733-ZEECP,train
9795-NREXC,train
3074-GQWYX,train
9888-ZCUMM,train
8614-VGMMV,train
4906-ZHGPK,train
1872-EBWSC,train
7789-CRUVC,train
8992-JQYUN,train
8610-ZIKJJ,train
3404-JNXAX,train
0887-HJGAR,train
1548-ARAGG,train
7109-MFBYV,train
9763-GRSKD,train
0655-YDGFJ,train
3795-GWTRD,train
4232-JGKIY,train
3748-FVMZZ,train
5917-RYRMG,train
1696-MZVAU,train
0235-KGSLC,train
2211-RMNHO,train
1357-BIJKI,train
7363-QTBIW,train
9732-EQMWY,train
8397-MVTAZ,train
2408-TZMJL,train
8869-LIHMK,train
3190-XFANI,train
1247-QBVSH,train
5044-XDPYX,train
3021-VLNRJ,train
2245-ADZFJ,train
8033-VCZGH,train
1104-FEJAM,train
5266-PFRQK,train
9614-RMGHA,train
2446-PLQVO,train
4255-DDUOU,train
6199-IWKGC,train
3039-MJSLN,train
9809-IMGCQ,train
6035-RIIOM,train
6828-HMKWP,train
1171-TYKUR,train
1580-BMCMR,train
1536-HBSWP,train
2424-WVHPL,train
8990-YOZLV,train
8125-QPFJD,train
8216-AZUUZ,train
2878-RMWXY,train
6551-ZCOTS,train
8725-JEDFD,train
9067-SQTNS,train
3453-RTHJQ,train
6175-IRFIT,train
7157-SMCFK,train
8148-BPLZQ,train
3317-VLGQT,train
3315-TOTBP,train
2316-ESMLS,train
2819-GWENI,train
4163-KIUHY,train
3985-HOYPM,train
3865-QBWSJ,train
5935-FCCNB,train
8226-BXGES,train
9644-UMGQA,train
3649-JPUGY,train
6650-BWFRT,train
9916-AYHTC,train
1092-GANHU,train
3638-DIMPH,train
5134-IKDAY,train
9637-EIHEQ,train
8076-FEZKJ,train
5961-VUSRV,train
3811-VBYBZ,train
0103-CSITQ,train
9018-PCIOK,train
7854-EKTJL,train
4603-JANFB,train
0877-SDMBN,train
6285-FTQBF,train
3001-CBHLQ,train
0265-EDXBD,train
0913-XWSCN,train
5161-UBZXI,train
1384-RCUXW,train
2267-WTPYD,train
9659-QEQSY,train
5150-LJNSR,train
6350-XFYGW,train
1536-YHDOE,train
9774-NRNAU,train
1196-AMORA,train
3398-FSHON,train
0953-LGOVU,train
5445-UTODQ,train
2108-GLPQB,train
5832-EXGTT,train
0365-TRTPY,train
1349-WXNGG,train
0784-ZQJZX,train
2656-FMOKZ,train
7028-DVOIQ,train
7883-ROJOC,train
8111-BKVDS,train
0607-MVMGC,train
8670-ERCJH,train
9885-MFVSU,train
3329-WDIOK,train
6652-YFFJO,train
8884-ADFVN,train
0565-IYCGT,train
8727-XDPUD,train
0929-PECLO,train
4550-VBOFE,train
2522-AHJXR,train
8268-YDIXR,train
8676-TRMJS,train
9695-IDRZR,train
1096-ADRUX,train
0463-ZSDNT,train
4641-FROLU,train
5204-QZXPU,train
0927-CNGRH,train
7293-LSCDV,train
4695-VADHF,train
6579-JPICP,train
3633-CDBUW,train
4012-ZTHBR,train
8280-MQRQN,train
8388-FYNPZ,train
3276-HDUEG,train
7337-CINUD,train
5016-ETTFF,train
5269-NRGDP,train
5046-NUHWD,train
5802-ADBRC,train
6338-AVWCY,train
3580-GICBM,train
6061-GWWAV,train
1709-EJDOX,train
6723-WSNTY,train
5847-MXBEO,train
5149-CUZUJ,train
6556-DBKZF,train
4803-AXVYP,train
9734-YWGEX,train
2753-JMMCV,train
6227-HWPWX,train
3956-CJUST,train
2696-RZVZW,train
5760-WRAHC,train
3590-TCXTB,train
1264-FUHCX,train
7923-IYJWY,train
7173-TETGO,train
3518-PZXZQ,train
9300-AGZNL,train
4998-IKFSE,train
1731-TVIUK,train
4415-WNGVR,train
0386-CWRGM,train
0311-UNPFF,train
9846-GKXAS,train
0939-YAPAF,train
7771-ZONAT,train
0383-CLDDA,train
8410-BGQXN,train
0946-FKYTX,train
2135-RXIHG,train
8985-OOPOS,train
9986-BONCE,train
8111-RKSPX,train
8887-IPQNC,train
1658-BYGOY,train
2832-KJCRD,train
7825-GKXMW,train
8218-FFJDS,train
4735-ASGMA,train
7665-TOALD,train
2043-WVTQJ,train
0374-FIUCA,train
5322-ZSMZY,train
6120-RJKLU,train
8591-TKMZH,train
9477-LGWQI,train
9576-SYUHJ,train
5366-OBVMR,train
5365-LLFYV,train
1069-XAIEM,train
3524-WQDSG,train
1293-HHSHJ,train
6633-SYEUS,train
0816-TSPHQ,train
8606-OEGQZ,train
7945-HLKEA,train
6728-CZFEI,train
4947-DSMXK,train
7159-NOKYQ,train
0547-HURJB,train
7504-UWHNB,train
1100-DDVRV,train
7479-NITWS,train
3349-ANQNH,train
2984-TBYKU,train
9039-ZVJDC,train
1846-XWOQN,train
5732-IKGQH,train
9488-FYQAU,train
6169-PGNCD,train
8711-LOBKY,train
7639-LIAYI,train
4510-PYUSH,train
6725-TPKJO,train
7018-FPXHH,train
7558-IMLMT,train
3162-KKZXO,train
3186-BAXNB,train
9524-EGPJC,train
3038-PQIUY,train
2012-NWRPA,train
6253-WRFHY,train
3253-HKOKL,train
9114-VEPUF,train
2692-AQCPF,train
2889-FPWRM,train
5295-PCJOO,train
0947-IDHRQ,train
3712-PKXZA,train
4236-UJPWO,train
9172-ANCRX,train
8874-EJNSR,train
4530-NDRKU,train
0723-VSOBE,train
0270-THENM,train
8092-NLTGF,train
2831-EBWRN,train
5055-MGMGF,train
3803-KMQFW,train
4079-ULGFR,train
8067-NIOYM,train
5016-IBERQ,train
9418-RUKPH,train
5759-RCVCB,train
0320-DWVTU,train
4298-OYIFC,train
2654-VBVPB,train
6080-TCMYC,train
3247-MHJKM,train
1955-IBMMB,train
5298-GSTLM,train
5945-AZYHT,train
3166-PNEOF,train
4488-KQFDT,train
3094-JOJAI,train
9747-DDZOS,train
5226-NOZFC,train
7088-FBAWU,train
8450-LUGUK,train
4628-CTTLA,train
3007-FDPEA,train
2984-RGEYA,train
7206-GZCDC,train
6855-VLGOS,train
5260-UMPWX,train
0419-YAAPX,train
8464-EETCQ,train
2578-JQPHZ,train
4529-CKBCL,train
9788-YTFGE,train
9779-DPNEJ,train
8165-ZJRNM,train
1143-NMNQJ,train
2729-VNVAP,train
7566-DSRLQ,train
5650-VDUDS,train
2485-ITVKB,train
6094-ZIVKX,train
6615-ZGEDR,train
2275-RBYQS,train
5965-GGPRW,train
3753-TSEMP,train
6840-RESVB,train
2262-SLNVK,train
7995-ZHHNZ,train
6260-XLACS,train
8573-CGOCC,train
2925-VDZHY,train
5311-IHLEI,train
6440-DKQGE,train
9028-LIHRP,train
0973-KYVNF,train
3635-QQRQD,train
8879-ZKJOF,train
0815-MFZGM,train
2254-DLXRI,train
1403-LKLIK,train
3682-YEUWS,train
9798-DRYDS,train
5834-ASPWA,train
0813-TAXXS,train
2612-PHGOX,train
9526-BIHHD,train
2405-LBMUW,train
1414-YADCW,train
6060-QBMGV,train
2235-EZAIK,train
7838-LAZFO,train
1852-XEMDW,train
8722-NGNBH,train
7311-MQJCH,train
5092-STPKP,train
6234-RAAPL,train
8165-CBKXO,train
7912-SYRQT,train
8634-MPHTR,train
8809-XKHMD,train
3158-MOERK,train
9087-EYCPR,train
6647-ZEDXT,train
9415-ZNBSX,train
3878-AVSOQ,train
5590-BYNII,train
2667-WYLWJ,train
7576-ASEJU,train
9432-VOFYX,train
4879-GZLFH,train
7615-ESMYF,train
8148-NLEGT,train
6198-ZFIOJ,train
6490-FGZAT,train
1248-DYXUB,train
9964-WBQDJ,train
9845-QOMAD,train
6060-DRTNL,train
9633-XQABV,train
1839-UMACK,train
4293-ETKAP,train
8200-LGKSR,train
2866-IKBTM,train
7196-LIWRH,train
3230-IUALN,train
2250-IVBWA,train
8590-OHDIW,train
1891-FZYSA,train
4432-ADRLB,train
1741-WTPON,train
6173-ITPWD,train
0318-QUUOB,train
5429-LWCMV,train
1460-UZPRJ,train
0788-DXBFY,train
9286-DOJGF,train
8065-BVEPF,train
8645-KWHJO,train
6769-DCQLI,train
4547-KQRTM,train
7632-YUTXB,train
2332-EFBJY,train
2458-EOMRE,train
6227-FBDXH,train
8735-DCXNF,train
8982-NHAVY,train
0602-DDUML,train
4685-ERGHK,train
4102-OQUPX,train
9540-JYROE,train
4452-ROHMO,train
8780-IHCRN,train
6893-ODYYE,train
5356-RHIPP,train
8316-BBQAY,train
8865-TNMNX,train
2533-TIBIX,train
4501-EQDRN,train
5651-WYIPH,train
9364-YKUVW,train
4905-JEFDW,train
9094-AZPHK,train
1839-FBNFR,train
7868-TMWMZ,train
8631-XVRZL,train
2958-NHPPS,train
4981-FLTMF,train
7876-DNYAP,train
8107-KNCIM,train
8138-EALND,train
5985-BEHZK,train
4568-TTZRT,train
8295-KMENE,train
3070-DVEYC,train
3016-KSVCP,train
8938-UMKPI,train
0378-XSZPU,train
4195-SMMNX,train
6133-OZILE,train
7096-ZNBZI,train
7602-MVRMB,train
8260-NGFNY,train
6214-EDAKZ,train
8375-KVTHK,train
2792-LSHWX,train
1150-FTQGN,train
6877-TJMBR,train
1544-JJMYL,train
4883-QICIH,train
7268-IGMFD,train
5701-SVCWR,train
5133-POWUA,train
9667-TKTVZ,train
3458-IDMFK,train
9033-EOXWV,train
5143-EGQFK,train
1346-PJWTK,train
0164-XAIRP,train
1596-OQSPS,train
1676-MQAOA,train
1623-NLDOT,train
5708-EVONK,train
7130-CTCUS,train
8749-TZYEC,train
5222-JCXZT,train
7217-JYHOQ,train
8270-RKSAP,train
5955-ERIHD,train
1266-NZYUI,train
6283-GITPX,train
9507-EXLTT,train
6475-VHUIZ,train
3068-OMWZA,train
5180-UCIIQ,train
8016-NCFVO,train
9052-DHNKM,train
6016-LVTJQ,train
9261-WDCAF,train
9526-JAWYF,train
7594-LZNWR,train
3396-DKDEL,train
0347-UBKUZ,train
8566-YPRGL,train
6265-SXWBU,train
9025-AOMKI,train
8879-XUAHX,train
2160-GPFXD,train
