customer_id,customer_status,actual_churn,predicted_churn_probability,high_risk_at_selected_threshold,monthly_charge,cltv
3372-KWFBM,Churned,1,0.7605906276574395,True,86.6,2508
7206-GZCDC,Churned,1,0.8997828654298238,True,69.25,4371
1768-ZAIFU,Churned,1,0.6450943807714216,True,25.2,5688
3793-MMFUH,Churned,1,0.8061272998694378,True,95.05,2230
6567-HOOPW,Churned,1,0.7477989758567197,True,79.2,4363
8621-MNIHH,Churned,1,0.8256479288225762,True,94.25,3369
5419-CONWX,Churned,1,0.7188055878101735,True,99.8,2268
7024-OHCCK,Churned,1,0.8443421188647285,True,93.85,4193
5357-TZHPP,Churned,1,0.681037862444868,True,84.4,5745
0506-LVNGN,Churned,1,0.6046932161465377,True,75.55,4028
9809-IMGCQ,Churned,1,0.7144861623463401,True,96.7,4458
3254-YRILK,Churned,1,0.5638688943946859,True,88.2,5683
0529-ONKER,Churned,1,0.48372613889867183,True,75.65,2099
5240-IJOQT,Churned,1,0.7500611578012097,True,74.7,3348
0661-XEYAN,Churned,1,0.6999426163871639,True,25.8,3884
2660-EMUBI,Churned,1,0.7444152246255021,True,95.35,5353
7675-OZCZG,Churned,1,0.38732761555592105,True,45.0,4145
9391-EOYLI,Churned,1,0.8012442365953153,True,80.45,5374
2761-OCIAX,Churned,1,0.664228927564983,True,74.7,2803
3068-OMWZA,Churned,1,0.7940222205998624,True,88.8,3106
4154-AQUGT,Churned,1,0.7011292475668836,True,89.05,3861
8017-LXHFA,Churned,1,0.5540994415642205,True,94.75,2740
4248-QPAVC,Churned,1,0.7394059544380729,True,85.35,3209
4690-LLKUA,Churned,1,0.40512387845069764,True,45.05,3797
9490-DFPMD,Churned,1,0.5779676354318064,True,84.65,4871
8580-AECUZ,Churned,1,0.7516485899354072,True,79.1,5001
5047-LHVLY,Churned,1,0.7659526272726385,True,50.15,3438
8375-DKEBR,Churned,1,0.7534869709727806,True,69.6,3438
7279-BUYWN,Churned,1,0.6281766658964307,True,113.2,3380
7156-MHUGY,Churned,1,0.7705263708158873,True,90.5,5394
9606-PBKBQ,Churned,1,0.7850161781768104,True,85.0,4584
3536-IQCTX,Churned,1,0.7922621514985735,True,85.3,2712
3132-TVFDZ,Churned,1,0.6570824417098802,True,44.85,5172
8080-DDEMJ,Churned,1,0.5508474411877325,True,45.1,4499
6702-OHFWR,Churned,1,0.695668206081345,True,43.3,4972
4510-PYUSH,Churned,1,0.14678425692780345,False,57.15,3110
8840-DQLGN,Churned,1,0.873586320373741,True,100.5,4745
4193-ORFCL,Churned,1,0.398277355368269,True,45.1,2740
7776-QWNFX,Churned,1,0.5335461410040694,True,50.4,4795
6689-TCZHQ,Churned,1,0.7189336852601965,True,78.95,4054
9497-QCMMS,Churned,1,0.886813632637173,True,93.55,5536
3424-NMNBO,Churned,1,0.3992448492998249,True,108.85,4739
4514-GFCFI,Churned,1,0.745987337760756,True,84.75,5136
8000-REIQB,Churned,1,0.7276862240424682,True,69.95,3208
4795-KTRTH,Churned,1,0.8815765520604254,True,81.0,4287
9961-JBNMK,Churned,1,0.7523032582037652,True,96.8,4317
6179-GJPSO,Churned,1,0.34370884354475334,True,108.15,2833
8290-YWKHZ,Churned,1,0.8575415508340081,True,93.2,5247
8051-HJRLT,Churned,1,0.766599072168246,True,70.55,2146
4021-RQSNY,Churned,1,0.8473588102391331,True,98.5,5137
9061-TIHDA,Churned,1,0.966665085500443,True,95.25,2982
8699-ASUFO,Churned,1,0.7933978936048586,True,74.4,4969
4695-WJZUE,Churned,1,0.793563690194037,True,88.55,3685
3988-RQIXO,Churned,1,0.8329349369990443,True,91.3,2371
5931-FLJJF,Churned,1,0.7577728889481997,True,70.1,3669
3207-OYBWH,Churned,1,0.7012338434497575,True,95.25,6259
7216-EWTRS,Churned,1,0.8081383206896371,True,100.8,3128
2528-HFYZX,Churned,1,0.7187089570630155,True,76.45,3266
4140-MUHUG,Churned,1,0.7874811707859936,True,86.85,3561
1587-FKLZB,Churned,1,0.7971878149562737,True,99.5,4479
5440-FLBQG,Churned,1,0.23322086403005146,False,108.4,4708
2774-LVQUS,Churned,1,0.737747719045777,True,83.05,2596
4612-THJBS,Churned,1,0.27414940972093005,False,104.75,5605
4094-NSEDU,Churned,1,0.7721865386258242,True,94.25,4819
1846-XWOQN,Churned,1,0.7024104673465914,True,70.15,2825
3757-NJYBX,Churned,1,0.6809337438671428,True,106.35,4113
9898-KZQDZ,Churned,1,0.7822838380067271,True,94.55,5676
8263-JQAIK,Churned,1,0.474437359996683,True,24.45,5573
2205-YMZZJ,Churned,1,0.7631709098820904,True,84.8,2015
1254-IZEYF,Churned,1,0.7115146233715794,True,99.95,5362
9221-OTIVJ,Churned,1,0.8083334189234673,True,104.85,2292
5908-QMGOE,Churned,1,0.5042600109518667,True,74.2,4553
0397-GZBBC,Churned,1,0.8362145524715412,True,93.85,5390
7641-EUYET,Churned,1,0.41961647917328626,True,100.7,5712
8922-LIEGH,Churned,1,0.6348873669259184,True,89.7,4078
8245-UMPYT,Churned,1,0.7688097537260045,True,96.4,2688
5186-SAMNZ,Churned,1,0.697446139796262,True,69.5,3273
5373-SFODM,Churned,1,0.7575511468862657,True,85.25,3041
0022-TCJCI,Churned,1,0.03568080492704142,False,62.7,2654
5130-IEKQT,Churned,1,0.5343519156851257,True,105.95,4283
3269-ATYWD,Churned,1,0.6711283183335904,True,95.65,4892
0354-WYROK,Churned,1,0.7459777842249958,True,98.9,4050
7576-OYWBN,Churned,1,0.7523542512571039,True,76.05,2930
5539-TMZLF,Churned,1,0.6985611818474565,True,69.75,5057
3336-JORSO,Churned,1,0.5663430235961902,True,110.45,3401
6861-XWTWQ,Churned,1,0.9395876877049609,True,99.25,2487
4283-FUTGF,Churned,1,0.6698321426539919,True,79.85,3715
2397-BRLOM,Churned,1,0.7623796602972167,True,80.45,3443
8510-AWCXC,Churned,1,0.6567351942133017,True,100.8,3269
8225-BTJAU,Churned,1,0.5786317291440973,True,79.25,3856
1724-BQUHA,Churned,1,0.7991320794105523,True,89.5,2718
4826-XTSOH,Churned,1,0.9567143855711185,True,86.05,4843
2408-WITXK,Churned,1,0.483319827132116,True,34.7,3244
2634-HCZGT,Churned,1,0.1571988826729896,False,60.05,5271
7503-QQRVF,Churned,1,0.594541885594351,True,74.3,2076
0709-TVGUR,Churned,1,0.6543546368801958,True,74.55,3145
3001-CBHLQ,Churned,1,0.7720765917000787,True,104.9,3966
4102-OQUPX,Churned,1,0.8838479088482964,True,74.4,5429
3999-QGRJH,Churned,1,0.6438040683474733,True,69.7,3068
2454-RPBRZ,Churned,1,0.8267368127514042,True,98.1,2709
2265-CYWIV,Churned,1,0.9049953763658095,True,99.6,4708
4550-VBOFE,Churned,1,0.6606879671562829,True,102.95,5005
7409-KIUTL,Churned,1,0.7164614054093148,True,71.0,5345
1732-VHUBQ,Churned,1,0.5265011444340181,True,70.55,4457
0679-IDSTG,Churned,1,0.8639536427302439,True,69.25,4568
8802-UNOJF,Churned,1,0.5041851143334805,True,83.8,5565
6313-GIDIT,Churned,1,0.3471843703629905,True,54.45,6280
2845-AFFTX,Churned,1,0.9066676372665939,True,99.8,4726
2815-CPTUL,Churned,1,0.5542223438692038,True,70.25,3684
1891-FZYSA,Churned,1,0.6566049012186365,True,89.95,6363
9685-WKZGT,Churned,1,0.506278589523414,True,74.95,2075
6022-UGGSO,Churned,1,0.3307734792612056,True,74.4,2091
3923-CSIHK,Churned,1,0.8415018347970665,True,71.05,5746
3677-IYRBF,Churned,1,0.6106186047726975,True,30.4,4002
8118-LSUEL,Churned,1,0.7726129084185716,True,106.4,5507
5277-ZLOOR,Churned,1,0.8559430951052932,True,85.55,5512
4248-HCETZ,Churned,1,0.5897040522591617,True,79.65,2174
9174-FKWZE,Churned,1,0.2948120744080058,False,19.45,3848
5307-DZCVC,Churned,1,0.8290759573055199,True,85.95,2431
8679-JOEVF,Churned,1,0.3133436096003102,False,59.4,5556
4803-AXVYP,Churned,1,0.5423124920780266,True,99.55,3474
5649-ANRML,Churned,1,0.6503654068112773,True,95.1,4486
7395-IGJOS,Churned,1,0.8217137320781098,True,81.5,3443
7890-VYYWG,Churned,1,0.8433579663250879,True,36.45,3766
9907-SWKKF,Churned,1,0.47746697838356905,True,25.05,4842
6397-JNZZG,Churned,1,0.5004011039398143,True,55.55,2573
7779-LGOVN,Churned,1,0.9532754835955078,True,86.65,4990
9710-ZUSHQ,Churned,1,0.5696387533490731,True,106.75,5849
3902-FOIGH,Churned,1,0.9296126222800932,True,101.35,3967
3318-OSATS,Churned,1,0.6518195093891683,True,95.45,2080
2636-ALXXZ,Churned,1,0.7566412631041645,True,69.6,2151
9885-CSMWE,Churned,1,0.7434354502345948,True,78.45,2139
8058-JMEQO,Churned,1,0.8175716267544031,True,84.45,3543
7657-DYEPJ,Churned,1,0.054991218002658035,False,70.15,2645
8276-MQBYC,Churned,1,0.5513188654475524,True,97.8,6204
6015-VVHHE,Churned,1,0.6867404531410898,True,83.15,2516
2516-VQRRV,Churned,1,0.6634840697999096,True,75.45,3350
7580-UGXNC,Churned,1,0.23550303922842872,False,54.85,3016
5178-LMXOP,Churned,1,0.9468829492783535,True,95.1,5795
7056-IMHCC,Churned,1,0.7885567205831843,True,101.9,5884
8749-JMNKX,Churned,1,0.6504903309223907,True,93.8,4788
0917-EZOLA,Churned,1,0.25409907890033734,False,104.15,5925
8414-MYSHR,Churned,1,0.8167474997986143,True,91.4,2834
4988-IQIGL,Churned,1,0.7597590593050468,True,75.35,4403
4706-AXVKM,Churned,1,0.6841374584564054,True,84.8,5118
5889-JTMUL,Churned,1,0.7333564360506156,True,95.05,5863
9026-RNUJS,Churned,1,0.41007462447435117,True,50.35,4618
1624-NALOJ,Churned,1,0.7755291379673164,True,89.8,2960
6210-KBBPI,Churned,1,0.7336967969822338,True,99.45,2313
2260-USTRB,Churned,1,0.682769928670961,True,70.2,2767
8623-TMRBY,Churned,1,0.7582737357238227,True,84.2,6245
6900-PXRMS,Churned,1,0.8951188994297293,True,105.75,3157
3346-BRMIS,Churned,1,0.8273910691408043,True,48.35,2167
2722-JMONI,Churned,1,0.7761015768532632,True,49.55,4989
7579-OOPEC,Churned,1,0.6199577086262857,True,50.15,5461
1771-OADNZ,Churned,1,0.8081066718854206,True,95.9,2151
0612-RTZZA,Churned,1,0.591897372596434,True,25.25,4628
4433-JCGCG,Churned,1,0.8295490798404311,True,101.0,2436
9488-HGMJH,Churned,1,0.7514199897781054,True,71.15,5287
4818-QIUFN,Churned,1,0.5652329836896398,True,79.15,4997
6961-VCPMC,Churned,1,0.6831537106151855,True,80.4,4876
4424-TKOPW,Churned,1,0.8461109412670311,True,93.85,4998
4201-JMNGR,Churned,1,0.5782317809887956,True,55.8,5527
1866-RZZQS,Churned,1,0.6208504597014796,True,98.4,2169
8631-NBHFZ,Churned,1,0.021761767745627655,False,79.4,5910
4958-XCBDQ,Churned,1,0.6776161129404835,True,101.4,3689
8337-UPOAQ,Churned,1,0.9432841409520404,True,89.8,5124
6712-OAWRH,Churned,1,0.641434731922593,True,91.25,5154
5914-DVBWJ,Churned,1,0.5528449140190346,True,85.45,5145
8644-XLFBW,Churned,1,0.7806149580495065,True,71.65,5674
1833-VGRUM,Churned,1,0.7983818629286528,True,74.2,4684
8374-XGEJJ,Churned,1,0.1320038476195361,False,101.0,3123
6946-LMSQS,Churned,1,0.24763451168110515,False,89.05,2673
4039-HEUNW,Churned,1,0.8291290169765076,True,96.5,4652
0812-WUPTB,Churned,1,0.8187303026474677,True,70.85,3022
2403-BCASL,Churned,1,0.7623595363894285,True,111.95,3711
3871-IKPYH,Churned,1,0.6090989279872447,True,69.1,2767
1304-NECVQ,Churned,1,0.8044617703463228,True,78.55,5203
5655-JSMZM,Churned,1,0.6098022327853291,True,96.2,5904
4505-EXZHB,Churned,1,0.6415576769582867,True,74.4,3964
8972-HJWNV,Churned,1,0.9337212549930505,True,84.55,5245
2860-RANUS,Churned,1,0.5046511778924879,True,85.8,3336
0406-BPDVR,Churned,1,0.5163260925604998,True,101.5,6405
5276-KQWHG,Churned,1,0.7443726778548317,True,69.6,4596
9667-EQRXU,Churned,1,0.5777072423968385,True,40.3,3016
0946-CLJTI,Churned,1,0.754411468624141,True,98.7,4662
0324-BRPCJ,Churned,1,0.8771700290361075,True,100.2,4481
9189-JWSHV,Churned,1,0.8916351175809457,True,93.55,4937
0576-WNXXC,Churned,1,0.8590876167905264,True,95.55,2999
5482-PLVPE,Churned,1,0.4936089158417611,True,24.35,3278
4902-OHLSK,Churned,1,0.561897106993665,True,98.65,4235
0495-ZBNGW,Churned,1,0.8869939675828657,True,79.9,4324
2357-COQEK,Churned,1,0.6641521005872646,True,103.3,4136
2034-CGRHZ,Churned,1,0.6311533289033615,True,102.95,5245
9360-AHGNL,Churned,1,0.021336266380326912,False,109.55,5863
5485-WUYWF,Churned,1,0.5054625669776456,True,66.4,4522
2632-UCGVD,Churned,1,0.0930017909923788,False,100.05,4512
6425-YQLLO,Churned,1,0.30614664026348776,False,105.95,6117
2091-RFFBA,Churned,1,0.5670505712020337,True,73.9,2560
6899-PPEEA,Churned,1,0.7227724566603035,True,96.55,4448
4597-NUCQV,Churned,1,0.7459508349301788,True,101.25,4287
3754-DXMRT,Churned,1,0.473496137518687,True,44.15,5655
7130-VTEWQ,Churned,1,0.7357301948448891,True,75.75,4174
7903-CMPEY,Churned,1,0.8664352551674953,True,80.3,4138
1704-NRWYE,Churned,1,0.7413704809807653,True,80.85,5242
7481-ATQQS,Churned,1,0.42175620021024884,True,90.85,5651
0023-HGHWL,Churned,1,0.6404504682757057,True,25.1,5437
1792-UXAFY,Churned,1,0.5208857947274748,True,89.15,5082
6161-UUUTA,Churned,1,0.7593251006940582,True,79.9,4367
6543-XRMYR,Churned,1,0.7201194355575159,True,99.7,3548
2479-BRAMR,Churned,1,0.6429310217357793,True,83.75,4995
3714-JTVOV,Churned,1,0.4388447386529643,True,74.15,2322
8580-QVLOC,Churned,1,0.0429151045291384,False,92.45,5697
2012-NWRPA,Churned,1,0.8926542372360015,True,99.55,3172
8808-ELEHO,Churned,1,0.7452036960836717,True,81.25,3812
9058-CBREO,Churned,1,0.4599594386358713,True,50.55,3357
8063-GBATB,Churned,1,0.6679242335703757,True,85.25,5172
1069-XAIEM,Churned,1,0.8125335094223453,True,85.05,2975
6987-XQSJT,Churned,1,0.38723061440549805,True,79.5,5684
0722-TROQR,Churned,1,0.7310887475936971,True,74.9,2122
6402-ZFPPI,Churned,1,0.5213220310982019,True,102.8,4969
9965-YOKZB,Churned,1,0.762126459096235,True,83.85,3723
0504-HHAPI,Churned,1,0.48957768002832036,True,88.3,2420
3791-LGQCY,Churned,1,0.9362540566543563,True,100.65,4803
8166-ZZTFS,Churned,1,0.12461890645217356,False,80.55,4400
2956-GGUCQ,Churned,1,0.7551374351313952,True,78.85,3079
2778-OCLGR,Churned,1,0.6038528281536187,True,39.1,4591
7067-KSAZT,Churned,1,0.46155750110774685,True,106.25,5965
9300-AGZNL,Churned,1,0.8445727675355933,True,94.0,4176
1112-CUNAO,Churned,1,0.5345424841792368,True,89.85,2668
3389-YGYAI,Churned,1,0.8354911435545834,True,105.5,5546
3070-DVEYC,Churned,1,0.5384859683004425,True,73.75,5638
5707-ORNDZ,Churned,1,0.44281385454849076,True,54.55,4656
8696-JKZNU,Churned,1,0.4874469139684611,True,76.25,5859
2055-PDADH,Churned,1,0.7605712680892944,True,70.4,2491
2302-ANTDP,Churned,1,0.03359807336818519,False,117.45,5915
5233-GEEAX,Churned,1,0.6374132489282522,True,29.4,5971
7137-RYLPP,Churned,1,0.7830206903217234,True,85.7,4712
3957-LXOLK,Churned,1,0.6905825215412866,True,106.15,5030
5281-BUZGT,Churned,1,0.4894343066962914,True,90.85,5692
2718-GAXQD,Churned,1,0.33206854190532686,True,46.0,4797
3217-FZDMN,Churned,1,0.7789287376813424,True,94.45,3676
7480-QNVZJ,Churned,1,0.61898912290861,True,95.7,4287
7124-UGSUR,Churned,1,0.36455297157012595,True,104.4,4412
1862-SKORY,Churned,1,0.6798285077530606,True,39.3,2296
4816-JBHOV,Churned,1,0.612431377997119,True,44.7,4618
3247-ZVOUO,Churned,1,0.8727924265992706,True,85.55,3336
1268-ASBGA,Churned,1,0.7565801544380809,True,85.35,5769
4713-LZDRV,Churned,1,0.9223727633923944,True,79.6,4322
4325-NFSKC,Churned,1,0.5387951394989953,True,90.6,2373
6502-HCJTI,Churned,1,0.8755886259097045,True,94.7,3591
8258-GSTJK,Churned,1,0.7693084198396603,True,77.0,3128
2995-UPRYS,Churned,1,0.3148288739965908,False,99.2,5098
6686-YPGHK,Churned,1,0.22500028408502554,False,85.5,3645
8020-BWHYL,Churned,1,0.47036661049409195,True,75.3,4526
6892-XPFPU,Churned,1,0.6999501506235518,True,104.25,2104
8010-EZLOU,Churned,1,0.6656328462769138,True,80.2,4958
8062-YBDOE,Churned,1,0.6989764456318123,True,69.65,5844
3672-YITQD,Churned,1,0.7705288055082131,True,84.1,2987
8988-ECPJR,Churned,1,0.6091277474440462,True,79.6,3980
3776-EKTKM,Churned,1,0.7236791236913626,True,36.45,5303
0643-OKLRP,Churned,1,0.5945735606719112,True,80.35,5915
9381-NDKME,Churned,1,0.6620035997547961,True,40.65,3843
8327-LZKAS,Churned,1,0.8366064111455884,True,107.55,4423
1075-BGWOH,Churned,1,0.9216744893672106,True,98.75,3392
8485-GJCDN,Churned,1,0.5578562058661961,True,69.05,3368
6029-WTIPC,Churned,1,0.6651474779362787,True,101.1,4424
3317-HRTNN,Churned,1,0.6554802243507167,True,45.7,3561
5569-OUICF,Churned,1,0.7562619199999845,True,101.3,4994
5747-PMBSQ,Churned,1,0.7375455484610564,True,92.5,2415
2982-IHMFT,Churned,1,0.6610100407169721,True,74.45,4291
5143-EGQFK,Churned,1,0.5044197243095381,True,29.65,5702
6168-WFVVF,Churned,1,0.6868395420669972,True,70.3,5165
7450-NWRTR,Churned,1,0.8190011398941119,True,99.45,2819
6005-OBZPH,Churned,1,0.5909500793244136,True,89.15,4074
7932-WPTDS,Churned,1,0.8001663730622093,True,24.8,5377
7000-WCEVQ,Churned,1,0.4413691476134421,True,61.6,3866
5959-BELXA,Churned,1,0.5797978046583833,True,96.15,2246
2506-TNFCO,Churned,1,0.8607879628130688,True,69.55,5948
6060-DRTNL,Churned,1,0.6386198589573481,True,84.85,3305
8473-VUVJN,Churned,1,0.7370206855493444,True,73.65,5443
0196-VULGZ,Churned,1,0.910720071644849,True,84.35,5721
1976-CFOCS,Churned,1,0.68852624417108,True,46.0,4531
4631-OACRM,Churned,1,0.6740936801361658,True,79.4,3621
3755-JBMNH,Churned,1,0.8346532836059783,True,71.8,3327
6345-ULYRW,Churned,1,0.5467975870447728,True,88.4,2674
0013-EXCHZ,Churned,1,0.5740994486609893,True,83.9,3464
5550-VFRLC,Churned,1,0.6718122291588341,True,69.85,5056
2657-ALMWY,Churned,1,0.693679660798656,True,84.95,4316
6284-AHOOQ,Churned,1,0.6319435886310893,True,90.5,5014
2460-FPSYH,Churned,1,0.4549137339202852,True,55.8,4272
5028-HTLJB,Churned,1,0.21989787417403908,False,20.05,3491
0875-CABNR,Churned,1,0.6104988096283466,True,84.6,3320
6982-UQZLY,Churned,1,0.5423554411747551,True,20.85,3817
0193-ESZXP,Churned,1,0.18272387865619158,False,105.5,5067
4369-HTUIF,Churned,1,0.7299752843315231,True,85.15,5831
5287-QWLKY,Churned,1,0.5173039377104764,True,105.1,5725
1891-UAWWU,Churned,1,0.8595320789768303,True,90.8,2312
3096-JRDSO,Churned,1,0.2811690168553326,False,104.3,3444
2398-YPMUR,Churned,1,0.7499290747946986,True,70.15,5101
1265-XTECC,Churned,1,0.032192783884903126,False,96.55,5957
4871-JTKJF,Churned,1,0.6970755206959536,True,69.65,4741
1415-YFWLT,Churned,1,0.8479030303121626,True,89.3,3067
3500-RMZLT,Churned,1,0.5140879833116806,True,96.3,2933
2642-DTVCO,Churned,1,0.8204997450991274,True,85.05,5095
1363-TXLSL,Churned,1,0.9364265382200625,True,70.3,4962
7136-RVDTZ,Churned,1,0.10603546442224332,False,45.25,5824
6927-WTFIV,Churned,1,0.2867148045488165,False,71.3,3684
3398-ZOUAA,Churned,1,0.67495750809635,True,69.1,3853
4844-JJWUY,Churned,1,0.7997793370984476,True,86.0,5359
4785-QRJHC,Churned,1,0.35589485737416987,True,59.9,4011
1965-AKTSX,Churned,1,0.527123641354818,True,78.95,5203
7248-VZQLC,Churned,1,0.4644842098667441,True,85.2,4661
0011-IGKFF,Churned,1,0.8278750226038594,True,98.0,3714
6496-SLWHQ,Churned,1,0.8848700635287788,True,105.0,5960
9912-GVSEQ,Churned,1,0.8037316334616227,True,93.85,2591
5383-MMTWC,Churned,1,0.9026202234172506,True,84.0,4819
6877-LGWXO,Churned,1,0.6837188674341758,True,78.55,3521
5167-GBFRE,Churned,1,0.6455610287690328,True,25.2,4694
1324-NLTJE,Churned,1,0.1534922374701285,False,55.0,3167
5567-WSELE,Churned,1,0.9551606831954038,True,94.6,3019
6646-VRFOL,Churned,1,0.7834730375595285,True,103.85,5860
9090-SGQXL,Churned,1,0.7211602541857138,True,105.3,6284
6595-YGXIT,Churned,1,0.5858395928826421,True,88.95,3878
9835-ZIITK,Churned,1,0.3754910140691085,True,110.85,4281
5649-TJHOV,Churned,1,0.6034498364633514,True,36.5,4564
9253-QXKBE,Churned,1,0.8833381659099334,True,94.45,2233
8775-LHDJH,Churned,1,0.9395471761425884,True,90.6,2905
3097-NQYSN,Churned,1,0.7598839446856784,True,86.85,5204
3565-UNOCC,Churned,1,0.891387549786029,True,99.05,3179
9190-MFJLN,Churned,1,0.5515654514753111,True,95.9,2851
1095-JUDTC,Churned,1,0.4404349192782818,True,95.05,5214
5385-SUIRI,Churned,1,0.8335922423582186,True,104.2,5648
6328-ZPBGN,Churned,1,0.8166152325431778,True,95.15,4074
2856-NNASM,Churned,1,0.7038824484786367,True,89.55,3802
6769-DYBQN,Churned,1,0.3056908157964265,False,85.0,2097
2446-BEGGB,Churned,1,0.7978923171377956,True,98.25,3330
1496-GGSUK,Churned,1,0.76496485842423,True,25.7,4095
3296-SILRA,Churned,1,0.4760500538312407,True,76.4,2426
